familyId,familyLabel,numDescendants,descendantId,descendantLabel
C0009450,Contagious disease,6378,C0273732,Nonvenomous insect bite of penis with infection
C0009450,Contagious disease,6378,C0273730,Blister of penis with infection
C0009450,Contagious disease,6378,C3266186,Tuberculosis of bone of upper limb
C0009450,Contagious disease,6378,C2711621,Infection of tracheostomy stoma
C0009450,Contagious disease,6378,C2887088,Sepsis due to Staphylococcus aureus
C0009450,Contagious disease,6378,C0349413,Hyperdynamic septic shock
C0009450,Contagious disease,6378,C0349414,Hypodynamic septic shock
C0009450,Contagious disease,6378,C0349415,Gram-positive septic shock
C0009450,Contagious disease,6378,C0025007,Measles
C0009450,Contagious disease,6378,C2887084,Sepsis due to Streptococcus pneumoniae
C0009450,Contagious disease,6378,C0019163,Type B viral hepatitis
C0009450,Contagious disease,6378,C0027537,Necrobacillosis
C0009450,Contagious disease,6378,C0178238,Intestinal infectious disease
C0009450,Contagious disease,6378,C0238404,Pyopneumothorax
C0009450,Contagious disease,6378,C0042215,Progressive vaccina
C0009450,Contagious disease,6378,C0276529,AIDS with Salmonella infection
C0009450,Contagious disease,6378,C0014342,Bluecomb disease
C0009450,Contagious disease,6378,C0014347,Infection due to Enterobacteriaceae
C0009450,Contagious disease,6378,C0276523,Bacterial pneumonia associated with AIDS
C0009450,Contagious disease,6378,C0276524,Pneumococcal pneumonia associated with AIDS
C0009450,Contagious disease,6378,C0005409,Schistosomal pigment deposition
C0009450,Contagious disease,6378,C0040250,Tinea capitis
C0009450,Contagious disease,6378,C0040252,Tinea corporis
C0009450,Contagious disease,6378,C0040253,Tinea of perianal region
C0009450,Contagious disease,6378,C0040254,Tinea favosa
C0009450,Contagious disease,6378,C0040255,Tinea imbricata
C0009450,Contagious disease,6378,C1318972,Infection due to vancomycin intermediate/resistant Staphylococcus aureus
C0009450,Contagious disease,6378,C1318973,Infection due to Staphylococcus aureus
C0009450,Contagious disease,6378,C0040259,Tinea pedis
C0009450,Contagious disease,6378,C0157179,Generalized infection during labor
C0009450,Contagious disease,6378,C0877117,Cytomegaloviral gastritis
C0009450,Contagious disease,6378,C2919476,Inflammation of joint due to Streptococcus suis
C0009450,Contagious disease,6378,C0343489,Chronic meningococcemia
C0009450,Contagious disease,6378,C0343488,Facial erysipelas
C0009450,Contagious disease,6378,C0343481,Hyperimmune cutaneous reaction to mycobacterium kansasii
C0009450,Contagious disease,6378,C0343480,Hyperimmune cutaneous reaction to mycobacterium avium-intracellulare
C0009450,Contagious disease,6378,C0343483,Tracheobronchial diphtheria
C0009450,Contagious disease,6378,C0343482,Diphtheria of penis
C0009450,Contagious disease,6378,C0343485,Whooping cough-like syndrome
C0009450,Contagious disease,6378,C0343487,Streptococcal sore throat with scarlatina
C0009450,Contagious disease,6378,C0343486,Cutaneous streptococcal ulcer
C0009450,Contagious disease,6378,C0343377,Paratyphoid C fever
C0009450,Contagious disease,6378,C0343376,Paratyphoid B fever
C0009450,Contagious disease,6378,C0343375,Paratyphoid A fever
C0009450,Contagious disease,6378,C0343374,Cholera - O139 group Vibrio cholerae
C0009450,Contagious disease,6378,C0343373,Cholera - non-O1 group vibrio
C0009450,Contagious disease,6378,C0343372,Cholera due to Vibrio cholerae El Tor
C0009450,Contagious disease,6378,C0343371,Cholera due to Vibrio cholerae O1 Classical biotype
C0009450,Contagious disease,6378,C1264615,Food poisoning due to Clostridia
C0009450,Contagious disease,6378,C1264614,Anthrax manifestation
C0009450,Contagious disease,6378,C1264617,Oral necrobacillosis
C0009450,Contagious disease,6378,C1264611,Bacterial infectious disease of brain
C0009450,Contagious disease,6378,C1264610,Infectious peritonitis
C0009450,Contagious disease,6378,C1264613,Infectious disease of digestive tract
C0009450,Contagious disease,6378,C0343378,Helicobacter-associated gastritis
C0009450,Contagious disease,6378,C0740437,Infection of external ear
C0009450,Contagious disease,6378,C3241943,Infection due to Mycoplasma pneumoniae
C0009450,Contagious disease,6378,C1282534,Necrotizing herpetic retinopathy
C0009450,Contagious disease,6378,C0009450,Contagious disease
C0009450,Contagious disease,6378,C0263048,Carbuncle of foot
C0009450,Contagious disease,6378,C0263049,Carbuncle of heel
C0009450,Contagious disease,6378,C0277097,Infection by Thysaniezia
C0009450,Contagious disease,6378,C0263040,Carbuncle of wrist
C0009450,Contagious disease,6378,C0263041,Carbuncle of buttock
C0009450,Contagious disease,6378,C0263042,Carbuncle of anus
C0009450,Contagious disease,6378,C0263043,Carbuncle of leg (excluding foot)
C0009450,Contagious disease,6378,C0263044,Carbuncle of hip
C0009450,Contagious disease,6378,C0263045,Carbuncle of thigh
C0009450,Contagious disease,6378,C0263046,Carbuncle of knee
C0009450,Contagious disease,6378,C0263047,Carbuncle of ankle
C0009450,Contagious disease,6378,C0269556,Failed attempted abortion with sepsis
C0009450,Contagious disease,6378,C0269557,Failed attempted abortion with septicemia
C0009450,Contagious disease,6378,C0029443,Osteomyelitis
C0009450,Contagious disease,6378,C1532229,Disease due to Orthopoxvirus
C0009450,Contagious disease,6378,C0559523,Genital tuberculosis
C0009450,Contagious disease,6378,C1277116,Disease due to Gastrodiscoides
C0009450,Contagious disease,6378,C0030636,Pasteurella infection
C0009450,Contagious disease,6378,C0276943,Infection by Trichobilharzia stagnicolae
C0009450,Contagious disease,6378,C0343905,Classical histoplasmosis oral ulceration
C0009450,Contagious disease,6378,C1112517,Tuberculous abscess
C0009450,Contagious disease,6378,C0276941,Infection by Trichobilharzia
C0009450,Contagious disease,6378,C0276940,Infection by Ornithobilharzia
C0009450,Contagious disease,6378,C0567522,Purulent nipple discharge
C0009450,Contagious disease,6378,C1704430,Urinary schistosomiasis
C0009450,Contagious disease,6378,C0276946,Infection by Austrobilharzia
C0009450,Contagious disease,6378,C0030499,Disease caused by parasite
C0009450,Contagious disease,6378,C0276945,Trichobilharzia cercarial dermatitis
C0009450,Contagious disease,6378,C3531922,Abscess at site of ventricular septal defect
C0009450,Contagious disease,6378,C3531923,Abscess of common atrioventricular valve
C0009450,Contagious disease,6378,C3531920,Infective endocarditis of right atrioventricular (not morphologically tricuspid) valve
C0009450,Contagious disease,6378,C0343903,Chronic disseminated classical histoplasmosis
C0009450,Contagious disease,6378,C3531924,Infective endarteritis at site of aortic coarctation
C0009450,Contagious disease,6378,C1735857,Disease due to Plagiorchiidae
C0009450,Contagious disease,6378,C0268838,Abscess of bladder
C0009450,Contagious disease,6378,C0268834,Cystitis with Echinococcus infestation
C0009450,Contagious disease,6378,C0268831,Cystitis with actinomycosis
C0009450,Contagious disease,6378,C0268832,Amebic cystitis
C0009450,Contagious disease,6378,C0276950,Infection by Schistosomatium douthitti
C0009450,Contagious disease,6378,C0343970,Hepatic schistosomal granuloma
C0009450,Contagious disease,6378,C0343973,Splenic schistosomal giant cell lymphoma
C0009450,Contagious disease,6378,C0276953,Infection by Orientobilharzia
C0009450,Contagious disease,6378,C0276954,Infection by Orientobilharzia harinasutai
C0009450,Contagious disease,6378,C0276955,Disease due to Fasciolidae
C0009450,Contagious disease,6378,C0276956,Fasciola gigantica infection
C0009450,Contagious disease,6378,C0343976,Acute clonorchiasis
C0009450,Contagious disease,6378,C0343979,Haplorchiasis
C0009450,Contagious disease,6378,C0343978,Intestinal fluke infection
C0009450,Contagious disease,6378,C1827079,Chronic hepatitis B with hepatic coma
C0009450,Contagious disease,6378,C0473537,Secondary impetiginization
C0009450,Contagious disease,6378,C0406118,Carbuncle of elbow
C0009450,Contagious disease,6378,C0406114,Boil of lower leg
C0009450,Contagious disease,6378,C0406117,Carbuncle of upper arm and forearm
C0009450,Contagious disease,6378,C0406111,Boil of upper arm and forearm
C0009450,Contagious disease,6378,C0406110,Boil of face (excluding eye)
C0009450,Contagious disease,6378,C0473539,Cutaneous complication of BCG immunization
C0009450,Contagious disease,6378,C0473538,Necrotizing fasciitis of scrotum and perineum
C0009450,Contagious disease,6378,C0036334,Pulmonary schistosomiasis
C0009450,Contagious disease,6378,C0036332,Cardiopulmonary schistosomiasis
C0009450,Contagious disease,6378,C0036330,Schistosoma mansonii infection
C0009450,Contagious disease,6378,C1720498,Toxoplasmosis associated with AIDS
C0009450,Contagious disease,6378,C1298895,Infection due to Mycobacterium piscium
C0009450,Contagious disease,6378,C1298896,Infection due to Mycobacterium porcinum
C0009450,Contagious disease,6378,C1298897,Infection due to Mycobacterium poriferae
C0009450,Contagious disease,6378,C1298890,Infection due to Mycobacterium novocastrense
C0009450,Contagious disease,6378,C0340449,Acute pneumococcal pericarditis
C0009450,Contagious disease,6378,C1298892,Infection due to Mycobacterium parafortuitum
C0009450,Contagious disease,6378,C1298893,Infection due to Mycobacterium peregrinum
C0009450,Contagious disease,6378,C0340444,Acute infective pericarditis
C0009450,Contagious disease,6378,C0340445,Bacterial pericarditis
C0009450,Contagious disease,6378,C0340446,Acute meningococcal pericarditis
C0009450,Contagious disease,6378,C0340447,Acute syphilitic pericarditis
C0009450,Contagious disease,6378,C1298898,Infection due to Mycobacterium pulveris
C0009450,Contagious disease,6378,C1298899,Infection due to Mycobacterium rhodesiae
C0009450,Contagious disease,6378,C0273544,Superficial foreign body without major open wound but with infection
C0009450,Contagious disease,6378,C0334063,Warty dyskeratoma
C0009450,Contagious disease,6378,C0275973,Reptilian tuberculosis due to Mycobacterium thamnophis
C0009450,Contagious disease,6378,C0275972,Reptilian tuberculosis due to Mycobacterium chelonei
C0009450,Contagious disease,6378,C0275971,Reptilian tuberculosis due to Mycobacterium ulcerans
C0009450,Contagious disease,6378,C0275970,Fish tuberculosis due to Mycobacterium fortuitum
C0009450,Contagious disease,6378,C0275976,Typhoid and paratyphoid fevers
C0009450,Contagious disease,6378,C0275975,Generalized tularemia
C0009450,Contagious disease,6378,C0275974,Glandular tularemia
C0009450,Contagious disease,6378,C1320177,Coxsackievirus infection of the central nervous system
C0009450,Contagious disease,6378,C0275979,Infection by Campylobacter fetus
C0009450,Contagious disease,6378,C1318565,Amebic ulcer of skin
C0009450,Contagious disease,6378,C1318881,Infection due to vancomycin intermediate Staphylococcus aureus
C0009450,Contagious disease,6378,C0276774,Protozoal intestinal disease
C0009450,Contagious disease,6378,C0276776,Protozoan myocarditis
C0009450,Contagious disease,6378,C0276777,Protozoal myelitis
C0009450,Contagious disease,6378,C0276771,"Parasitic disease in mother complicating pregnancy, childbirth AND/OR puerperium"
C0009450,Contagious disease,6378,C0152861,Tuberculosis of peripheral lymph nodes
C0009450,Contagious disease,6378,C0276773,Parasitic pericarditis
C0009450,Contagious disease,6378,C0276779,Amebic appendicitis
C0009450,Contagious disease,6378,C0153194,Acute gonococcal seminal vesiculitis
C0009450,Contagious disease,6378,C0153195,Acute gonococcal cervicitis
C0009450,Contagious disease,6378,C0153196,Acute gonococcal endometritis
C0009450,Contagious disease,6378,C0153191,Acute gonococcal cystitis
C0009450,Contagious disease,6378,C0153192,Acute gonococcal prostatitis
C0009450,Contagious disease,6378,C0153193,Acute gonococcal epididymo-orchitis
C0009450,Contagious disease,6378,C1997349,Arthritis of knee due to viral infection
C0009450,Contagious disease,6378,C0432828,"Abrasion of scrotum and testis, infected"
C0009450,Contagious disease,6378,C0432829,"Abrasion of vulva, infected"
C0009450,Contagious disease,6378,C1960544,Urethral wart
C0009450,Contagious disease,6378,C0432827,"Abrasion of penis, infected"
C0009450,Contagious disease,6378,C0432824,"Abrasion of flank, infected"
C0009450,Contagious disease,6378,C0432825,"Abrasion of groin, infected"
C0009450,Contagious disease,6378,C0432822,"Abrasion of buttock, infected"
C0009450,Contagious disease,6378,C1960541,Corneal haze due to herpes simplex
C0009450,Contagious disease,6378,C0432820,"Abrasion of abdominal wall, infected"
C0009450,Contagious disease,6378,C0432821,"Abrasion of back, infected"
C0009450,Contagious disease,6378,C0343748,Human immunodeficiency virus with secondary cancers
C0009450,Contagious disease,6378,C0343746,Human immunodeficiency virus infection with secondary clinical infectious disease
C0009450,Contagious disease,6378,C0343747,Human immunodeficiency virus infection with neurological disease
C0009450,Contagious disease,6378,C0343742,Donovanosis - non-genital lesion
C0009450,Contagious disease,6378,C0343740,Donovanosis - anogenital ulcer
C0009450,Contagious disease,6378,C0343741,Donovanosis - inguinal lesion
C0009450,Contagious disease,6378,C0087073,Porcine enteroviral encephalomyelitis
C0009450,Contagious disease,6378,C2585567,Genital Herpes simplex type 1 infection
C0009450,Contagious disease,6378,C0032238,Epidemic pleurodynia
C0009450,Contagious disease,6378,C2959360,Infection due to Panton-Valentine leukocidin producing Staphylococcus aureus
C0009450,Contagious disease,6378,C0035012,Reiter's disease
C0009450,Contagious disease,6378,C1298884,Infection due to Mycobacterium margeritense
C0009450,Contagious disease,6378,C0729519,Bacterial upper respiratory infection
C0009450,Contagious disease,6378,C0729518,Bacterial respiratory infection
C0009450,Contagious disease,6378,C0729517,Bacterial infection of the nervous system
C0009450,Contagious disease,6378,C1263758,Female genital tract infection
C0009450,Contagious disease,6378,C0040558,Toxoplasmosis
C0009450,Contagious disease,6378,C0017455,Geotrichosis
C0009450,Contagious disease,6378,C1827894,Upper urinary tract infection
C0009450,Contagious disease,6378,C0340451,Acute streptococcal pericarditis
C0009450,Contagious disease,6378,C1302725,Perianal amebiasis
C0009450,Contagious disease,6378,C0340450,Acute staphylococcal pericarditis
C0009450,Contagious disease,6378,C2959988,Acute paralytic poliomyelitis due to Human poliovirus 3
C0009450,Contagious disease,6378,C0264272,Purulent nasal discharge
C0009450,Contagious disease,6378,C2959981,Infection of peritoneum due to Chlamydia trachomatis
C0009450,Contagious disease,6378,C2959980,Infection of epididymis due to Chlamydia trachomatis
C0009450,Contagious disease,6378,C0031049,Tuberculosis of pericardium
C0009450,Contagious disease,6378,C0271812,Viral thyroiditis
C0009450,Contagious disease,6378,C0343548,Acute neurological rabies
C0009450,Contagious disease,6378,C0030790,Infection of pelvis
C0009450,Contagious disease,6378,C0410821,Bone fixation device infection
C0009450,Contagious disease,6378,C1320324,Chlamydial infection of the central nervous system
C0009450,Contagious disease,6378,C1320325,Coccidioides infection of the central nervous system
C0009450,Contagious disease,6378,C1320322,Brucella infection of the central nervous system
C0009450,Contagious disease,6378,C1320320,Blastomyces infection of central nervous system
C0009450,Contagious disease,6378,C1320321,Borrelia infection of central nervous system
C0009450,Contagious disease,6378,C1300308,Tuberculous pneumonia of humans
C0009450,Contagious disease,6378,C1300309,Tuberculous pneumonia of animals
C0009450,Contagious disease,6378,C1320639,Exotic Newcastle disease
C0009450,Contagious disease,6378,C1274343,Recurrent erysipelas
C0009450,Contagious disease,6378,C1274340,Pseudomonas aeruginosa folliculitis
C0009450,Contagious disease,6378,C1274341,Propionibacterium acnes folliculitis
C0009450,Contagious disease,6378,C1274346,Haemophilus cellulitis
C0009450,Contagious disease,6378,C1274347,Bacterial cellulitis
C0009450,Contagious disease,6378,C1274344,Erysipelas of lower limb
C0009450,Contagious disease,6378,C1274345,Gram-negative bacterial cellulitis
C0009450,Contagious disease,6378,C1274348,Acute bacterial paronychia
C0009450,Contagious disease,6378,C1274349,Neonatal bacterial paronychia
C0009450,Contagious disease,6378,C1720267,Bacterial infection due to Klebsiella mobilis
C0009450,Contagious disease,6378,C0006818,Campylobacteriosis
C0009450,Contagious disease,6378,C0854248,Pneumonia due to Gram negative bacteria
C0009450,Contagious disease,6378,C1562210,Cryptococcal retinitis
C0009450,Contagious disease,6378,C0265051,Suppurative phlebitis
C0009450,Contagious disease,6378,C1298955,Infection due to Penicillium palitans
C0009450,Contagious disease,6378,C1298954,Infection due to Penicillium oxalicum
C0009450,Contagious disease,6378,C1298957,Infection due to Penicillium puberulum
C0009450,Contagious disease,6378,C1298951,Infection due to Penicillium islandicum
C0009450,Contagious disease,6378,C1298950,Infection due to Penicillium griseofulvum
C0009450,Contagious disease,6378,C1298953,Infection due to Penicillium mycetomagenum
C0009450,Contagious disease,6378,C1298959,Infection due to Penicillium roqueforte
C0009450,Contagious disease,6378,C1298958,Infection due to Penicillium purpurogenum
C0009450,Contagious disease,6378,C0344001,Infection by Inermicapsifer
C0009450,Contagious disease,6378,C0344003,Larval echinococcosis
C0009450,Contagious disease,6378,C0344004,Infection by Sparganum proliferum
C0009450,Contagious disease,6378,C0344005,Early bancroftian filariasis
C0009450,Contagious disease,6378,C0344006,Bancroftian filarial fever
C0009450,Contagious disease,6378,C0344007,Bancroftian filarial abscess
C0009450,Contagious disease,6378,C0277148,Infection by Ascaridia galli
C0009450,Contagious disease,6378,C0277149,Infection by Ascaridia dissimilis
C0009450,Contagious disease,6378,C0277144,Infection by Ascaris suum
C0009450,Contagious disease,6378,C0277145,Infection by Parascaris
C0009450,Contagious disease,6378,C0277146,Infection by Parascaris equorum
C0009450,Contagious disease,6378,C0277140,Infection by Cystocaulus
C0009450,Contagious disease,6378,C0277141,Infection by Muellerius
C0009450,Contagious disease,6378,C0277142,Disease due to superfamily Ascaridoidea
C0009450,Contagious disease,6378,C0341186,Infective gastritis
C0009450,Contagious disease,6378,C0406305,Eosinophilic pustular folliculitis
C0009450,Contagious disease,6378,C0342986,Impetigo simplex
C0009450,Contagious disease,6378,C0342985,Superficial bacterial infection of skin
C0009450,Contagious disease,6378,C0403764,Anaerobic balanitis
C0009450,Contagious disease,6378,C0403760,Fournier's gangrene of penis
C0009450,Contagious disease,6378,C0403763,Bacterial balanitis
C0009450,Contagious disease,6378,C0349437,Recurrent salmonella septicemia
C0009450,Contagious disease,6378,C0011311,Dengue
C0009450,Contagious disease,6378,C1719906,Meningitis due to Klebsiella mobilis
C0009450,Contagious disease,6378,C0341984,Infection - perineal wound
C0009450,Contagious disease,6378,C0341457,Acute suppurative pancreatitis
C0009450,Contagious disease,6378,C0221376,Hydrosalpinx
C0009450,Contagious disease,6378,C0451784,Female chlamydial pelvic inflammatory disease
C0009450,Contagious disease,6378,C0451785,Female syphilitic pelvic inflammatory disease
C0009450,Contagious disease,6378,C0273718,Abrasion AND/OR friction burn of interscapular region with infection
C0009450,Contagious disease,6378,C0276548,Human immunodefiency virus encephalitis
C0009450,Contagious disease,6378,C0273714,Superficial foreign body of groin without major open wound but with infection
C0009450,Contagious disease,6378,C0276544,Subacute adenoviral encephalitis associated with AIDS
C0009450,Contagious disease,6378,C0273710,Blister of groin with infection
C0009450,Contagious disease,6378,C0152450,Rheumatic pneumonia
C0009450,Contagious disease,6378,C0273712,Nonvenomous insect bite of groin with infection
C0009450,Contagious disease,6378,C0156750,Asymptomatic bacteriuria in pregnancy
C0009450,Contagious disease,6378,C0156756,Genitourinary tract infection in pregnancy
C0009450,Contagious disease,6378,C0019911,Disease due to superfamily Ancylostomatoidea
C0009450,Contagious disease,6378,C0008149,Chlamydial infection
C0009450,Contagious disease,6378,C0026393,Molluscum contagiosum infection
C0009450,Contagious disease,6378,C1318559,Fusospirochetal pharyngitis
C0009450,Contagious disease,6378,C0347854,Enteritis due to rotavirus
C0009450,Contagious disease,6378,C1719768,Herpetic iridocyclitis
C0009450,Contagious disease,6378,C0002016,Aleutian disease
C0009450,Contagious disease,6378,C0264482,Hypersensitivity alveolitis in lungworm infection
C0009450,Contagious disease,6378,C2919459,Acute infective adenoiditis
C0009450,Contagious disease,6378,C0587331,"Traumatic blister of heel, infected"
C0009450,Contagious disease,6378,C1527258,Infantile paralysis
C0009450,Contagious disease,6378,C0273716,Superficial injury of interscapular region with infection
C0009450,Contagious disease,6378,C0343359,Verotoxigenic Escherichia coli food poisoning
C0009450,Contagious disease,6378,C0343358,Enterotoxigenic Escherichia coli food poisoning
C0009450,Contagious disease,6378,C0343355,Bacillus licheniformis food poisoning
C0009450,Contagious disease,6378,C0343357,Escherichia coli food poisoning
C0009450,Contagious disease,6378,C0343356,Yersinia enterocolitica food poisoning
C0009450,Contagious disease,6378,C0263688,Pyogenic arthritis of ankle
C0009450,Contagious disease,6378,C0263689,Pyogenic arthritis of foot
C0009450,Contagious disease,6378,C0276701,Infection by Neotestudina rosatii
C0009450,Contagious disease,6378,C0263681,Pyogenic arthritis of shoulder region
C0009450,Contagious disease,6378,C0263684,Pyogenic arthritis of hand
C0009450,Contagious disease,6378,C0263685,Pyogenic arthritis of pelvic region
C0009450,Contagious disease,6378,C0032064,Plague
C0009450,Contagious disease,6378,C0028848,Ocular toxocariasis
C0009450,Contagious disease,6378,C1313963,Diarrhea due to staphylococcus
C0009450,Contagious disease,6378,C1313964,Acquired syphilis - early latent
C0009450,Contagious disease,6378,C1280001,Conjunctivitis due to Koch-Weeks bacillus
C0009450,Contagious disease,6378,C1636781,Encephalitis due to protozoa
C0009450,Contagious disease,6378,C0345989,Infected sebaceous cyst
C0009450,Contagious disease,6378,C0263068,Furuncle of groin
C0009450,Contagious disease,6378,C0263069,Furuncle of pectoral region
C0009450,Contagious disease,6378,C0263066,Furuncle of chest wall
C0009450,Contagious disease,6378,C0263067,Furuncle of flank
C0009450,Contagious disease,6378,C0263064,Saddle boil
C0009450,Contagious disease,6378,C0263065,Furuncle of breast
C0009450,Contagious disease,6378,C0263062,Furuncle of abdominal wall
C0009450,Contagious disease,6378,C0263063,"Furuncle of back, except buttock"
C0009450,Contagious disease,6378,C0263060,Furuncle of neck
C0009450,Contagious disease,6378,C0263061,Furuncle of trunk
C0009450,Contagious disease,6378,C0405480,Infected gland of Montgomery
C0009450,Contagious disease,6378,C0039023,Sycosis
C0009450,Contagious disease,6378,C0405488,Infection of breast implant
C0009450,Contagious disease,6378,C0338551,Leprosy neuropathy
C0009450,Contagious disease,6378,C0338552,Diphtheritic neuropathy
C0009450,Contagious disease,6378,C0406687,Bullous pyoderma
C0009450,Contagious disease,6378,C0155866,Anthrax pneumonia
C0009450,Contagious disease,6378,C0155867,Pneumonia in aspergillosis
C0009450,Contagious disease,6378,C0277083,Infection by Anoplocephala perfoliata
C0009450,Contagious disease,6378,C0277082,Infection by Anoplocephala magna
C0009450,Contagious disease,6378,C0155862,Pneumonia due to Streptococcus
C0009450,Contagious disease,6378,C0277084,Infection by Moniezia
C0009450,Contagious disease,6378,C0155860,Pneumonia due to Pseudomonas
C0009450,Contagious disease,6378,C0277086,Infection by Moniezia benedeni
C0009450,Contagious disease,6378,C0277089,Infection by Cittotaenia
C0009450,Contagious disease,6378,C1812609,Variola major
C0009450,Contagious disease,6378,C0152661,Tuberculoma of meninges
C0009450,Contagious disease,6378,C0343917,Primary cutaneous histoplasmosis
C0009450,Contagious disease,6378,C0343916,Cutaneous histoplasmosis
C0009450,Contagious disease,6378,C0343915,Cutaneous African histoplasmosis
C0009450,Contagious disease,6378,C0343914,Disseminated African histoplasmosis
C0009450,Contagious disease,6378,C0343913,Chronic pulmonary African histoplasmosis
C0009450,Contagious disease,6378,C0343912,Acute pulmonary African histoplasmosis
C0009450,Contagious disease,6378,C0276970,Disease due to Strigeidae
C0009450,Contagious disease,6378,C0343910,Classical histoplasmosis mediastinal fibrosis
C0009450,Contagious disease,6378,C0473511,Puerperal septicemia with postnatal complication
C0009450,Contagious disease,6378,C0343919,Primary pulmonary blastomycosis
C0009450,Contagious disease,6378,C0343918,Disseminated cutaneous histoplasmosis
C0009450,Contagious disease,6378,C0341848,Chlamydial bartholinitis
C0009450,Contagious disease,6378,C0341841,Chlamydial vulvovaginitis
C0009450,Contagious disease,6378,C0341840,Neonatal gonococcal vulvovaginitis
C0009450,Contagious disease,6378,C0341847,Gonococcal Bartholin's gland abscess
C0009450,Contagious disease,6378,C0341846,Vulval amebiasis
C0009450,Contagious disease,6378,C0341845,Trichomonal vulvitis
C0009450,Contagious disease,6378,C0341844,Carbuncle of labium
C0009450,Contagious disease,6378,C0686711,Colitoxemia
C0009450,Contagious disease,6378,C0686710,Conjunctivitis due to Bordetella pertussis
C0009450,Contagious disease,6378,C0686713,Asymptomatic human immunodeficiency virus infection in pregnancy
C0009450,Contagious disease,6378,C0686712,Colitoxicosis
C0009450,Contagious disease,6378,C0686715,Infection by Baylisascaris procyonis
C0009450,Contagious disease,6378,C0686714,AIDS virus infection associated with pregnancy
C0009450,Contagious disease,6378,C0686717,Occult heartworm disease
C0009450,Contagious disease,6378,C0349617,Complicated donovanosis
C0009450,Contagious disease,6378,C1301518,Vaccinia keratitis
C0009450,Contagious disease,6378,C0686718,Dirofilarial vena caval syndrome
C0009450,Contagious disease,6378,C2960262,Enteritis due to Human enterovirus 71
C0009450,Contagious disease,6378,C0010232,Cowpox
C0009450,Contagious disease,6378,C0000880,Acanthamoeba keratitis
C0009450,Contagious disease,6378,C3163874,Infective arthritis of metatarsophalangeal joint of lesser toe
C0009450,Contagious disease,6378,C0276284,Mayaro fever
C0009450,Contagious disease,6378,C0276285,Mucambo fever
C0009450,Contagious disease,6378,C0276286,O'nyong-nyong fever
C0009450,Contagious disease,6378,C0276287,Everglades virus disease
C0009450,Contagious disease,6378,C0276283,Bebaru fever
C0009450,Contagious disease,6378,C1319947,Combined Herpes simplex 1 and Herpes simplex 2 infection
C0009450,Contagious disease,6378,C0276289,Zika virus disease
C0009450,Contagious disease,6378,C1532408,Toxocara endophthalmitis
C0009450,Contagious disease,6378,C0275959,Acute tuberculosis
C0009450,Contagious disease,6378,C0275958,Tuberculous endometritis
C0009450,Contagious disease,6378,C0275951,Tuberculosis of myocardium
C0009450,Contagious disease,6378,C0275950,Tuberculosis of endocardium
C0009450,Contagious disease,6378,C0275953,Tuberculous encephalitis
C0009450,Contagious disease,6378,C0275955,Tuberculosis of bones of lower extremity
C0009450,Contagious disease,6378,C0275957,Tuberculous cervicitis
C0009450,Contagious disease,6378,C0275956,Tuberculosis of mastoid process
C0009450,Contagious disease,6378,C0276028,Haemophilus influenzae meningitis
C0009450,Contagious disease,6378,C0276029,Haemophilus influenzae septicemia
C0009450,Contagious disease,6378,C0276758,Fusarium infection
C0009450,Contagious disease,6378,C0276752,Tinea pedis due to Epidermophyton
C0009450,Contagious disease,6378,C0276021,Hydrarthrosis of yaws
C0009450,Contagious disease,6378,C0276750,Favus due to Trichophyton gallinae
C0009450,Contagious disease,6378,C0276751,Tinea pedis due to Trichophyton
C0009450,Contagious disease,6378,C0276756,Onychomycosis due to Epidermophyton floccosum
C0009450,Contagious disease,6378,C0276025,Haemophilus influenzae laryngotracheobronchitis
C0009450,Contagious disease,6378,C0276026,Haemophilus influenzae pneumonia
C0009450,Contagious disease,6378,C0276027,Haemophilus influenzae otitis media
C0009450,Contagious disease,6378,C0273602,Blister of nose with infection
C0009450,Contagious disease,6378,C0263211,Malignant pyoderma
C0009450,Contagious disease,6378,C0263210,Pyoderma faciale
C0009450,Contagious disease,6378,C0263213,Juvenile pyoderma
C0009450,Contagious disease,6378,C0559348,Infected wire
C0009450,Contagious disease,6378,C0263217,Pustular bacterid
C0009450,Contagious disease,6378,C0263216,Bacterid
C0009450,Contagious disease,6378,C0451644,Pheohyphomycotic brain abscess
C0009450,Contagious disease,6378,C0432847,"Abrasion or friction burn of lower arm, infected"
C0009450,Contagious disease,6378,C0432840,"Abrasion of upper arm, infected"
C0009450,Contagious disease,6378,C1960564,Streptococcus agalactiae infection
C0009450,Contagious disease,6378,C0432848,"Abrasion of elbow, infected"
C0009450,Contagious disease,6378,C0432849,"Abrasion of forearm, infected"
C0009450,Contagious disease,6378,C0343726,Genital mycoplasma infection
C0009450,Contagious disease,6378,C0343727,Pathogen-negative nonspecific genital infection
C0009450,Contagious disease,6378,C0343722,Neonatal chlamydial infection
C0009450,Contagious disease,6378,C0343723,Neonatal chlamydial conjunctivitis
C0009450,Contagious disease,6378,C0343729,Anal warts
C0009450,Contagious disease,6378,C0001752,African swine fever
C0009450,Contagious disease,6378,C0276627,Chronic aggressive viral hepatitis
C0009450,Contagious disease,6378,C1306184,"Traumatic blister of vulva, infected"
C0009450,Contagious disease,6378,C1306185,"Traumatic blister of foot, infected"
C0009450,Contagious disease,6378,C1306182,"Traumatic blister of perineum, infected"
C0009450,Contagious disease,6378,C1306183,"Traumatic blister of penis, infected"
